GenProtEC: Gene product function of E. coli K-12.
August 28th, 2007.

eck	bnum	genbank	gene	gene type	gene product	EC no1	EC no2	EC no3	EC no4
ECK2673	b2679	1789034	proX	t	glycine betaine transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK2674	b2680	1789035	ygaX	pt	predicted transporter				
ECK2675	b2681	87082150	ygaY	su	predicted transporter (pseudogene)				
ECK2676	b2682	1789038	ygaZ	pt	predicted transporter				
ECK2677	b2683	1789039	ygaH	pm	predicted inner membrane protein				
ECK2678	b2684	1789040	mprA	r	DNA-binding transcriptional regulator				
ECK2679	b2685	1789041	emrA	t	multidrug efflux system				
ECK2680	b2686	1789042	emrB	t	multidrug efflux system protein				
ECK2681	b2687	1789043	luxS	r	S-ribosylhomocysteinase				
ECK2682	b4442		sraD	n	small RNA				
ECK2683	b2688	1789044	gshA	e	gamma-glutamate-cysteine ligase	6.3.2.2			
ECK2684	b2689	1789045	yqaA	pm	conserved inner membrane protein				
ECK2685	b2690	1789046	yqaB	pe	predicted hydrolase				
ECK2686	b2691		argQ	n	tRNA-Arg(ACG) (Arginine tRNA2)				
ECK2687	b2692		argZ	n	tRNA-Arg(ACG) (Arginine tRNA2)				
ECK2688	b2693		argY	n	tRNA-Arg(ACG) (Arginine tRNA2)				
ECK2689	b2694		argV	n	tRNA-Arg(ACG) (Arginine tRNA2)				
ECK2690	b2695		serV	n	tRNA-Ser(GCU) (Serine tRNA3)				
ECK2691	b2696	1789047	csrA	r	pleiotropic regulatory protein for carbon source metabolism				
ECK2692	b2697	1789048	alaS	e	alanyl-tRNA synthetase	6.1.1.7			
ECK2693	b2698	1789050	recX	r	regulatory protein for RecA				
ECK2694	b2699	1789051	recA	e	DNA strand exchange and recombination protein with protease and nuclease activity				
ECK2695	b2700	1789052	ygaD	o	conserved protein				
ECK2696	b2701	1789053	mltB	e	membrane-bound lytic murein transglycosylase B	3.2.1.-			
ECK2697	b2702	48994904	srlA	t	glucitol/sorbitol-specific enzyme IIC component of PTS				
ECK2698	b2703	48994905	srlE	t	glucitol/sorbitol-specific enzyme IIB component of PTS	2.7.1.69			
ECK2699	b2704	1789056	srlB	t	glucitol/sorbitol-specific enzyme IIA component of PTS	2.7.1.69			
ECK2700	b2705	1789057	srlD	e	sorbitol-6-phosphate dehydrogenase, NAD-binding, SDR family	1.1.1.140			
ECK2701	b2706	1789058	gutM	r	DNA-binding transcriptional activator				
ECK2702	b2707	1789059	srlR	r	DNA-bindng transcriptional repressor				
ECK2703	b2708	87082151	gutQ	e	D-arabinose 5-phosphate isomerase				
ECK2704	b2709	87082152	norR	r	DNA-binding transcriptional activator				
ECK2705	b2710	1789064	norV	c	flavorubredoxin oxidoreductase				
ECK2706	b2711	1789065	norW	e	NADH:flavorubredoxin oxidoreductase, subunit of nitric oxide reductase	1.18.1.-			
ECK2707	b2712	2367152	hypF	e	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases				
ECK2708	b2713	1789067	hydN	c	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit				
ECK2709	b2714	1789068	ascG	r	DNA-binding transcriptional regulator				
ECK2710	b2715	48994906	ascF	t	fused cellobiose/arbutin/salicin-specific enzyme IIBC component of PTS	2.7.1.69			
ECK2711	b2716	1789070	ascB	e	cryptic 6-phospho-beta-glucosidase	3.2.1.86			
ECK2712	b2717	1789072	hycI	e	protease involved in processing C-terminal end of HycE	3.4.-			
ECK2713	b2718	1789073	hycH	f	protein required for maturation of hydrogenase 3				
ECK2714	b2719	1789074	hycG	e	hydrogenase 3 and formate hydrogenase complex, HycG subunit	1.12.7.2			
ECK2715	b2720	1789075	hycF	c	formate hydrogenlyase complex iron-sulfur protein	1.18.99.1			
ECK2716	b2721	1789076	hycE	e	hydrogenase 3 and formate hydrogenase complex, FeS subunit, Ni  binding	1.18.99.1			
ECK2717	b2722	1789077	hycD	m	hydrogenase 3, membrane subunit				
ECK2718	b2723	2367154	hycC	m	hydrogenase 3, membrane subunit				
ECK2719	b2724	1789079	hycB	c	hydrogenase 3, Fe-S subunit	1.18.99.1			
ECK2720	b2725	1789080	hycA	r	regulator of the transcriptional regulator FhlA				
ECK2721	b2726	1789081	hypA	f	protein involved in nickel insertion into hydrogenases 3				
ECK2722	b2727	1789082	hypB	e	GTP hydrolase involved in nickel liganding into hydrogenases				
ECK2723	b2728	1789083	hypC	f	protein required for maturation of hydrogenases 1 and 3				
ECK2724	b2729	1789084	hypD	f	protein required for maturation of hydrogenases				
ECK2725	b2730	1789085	hypE	e	carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein				
ECK2726	b2731	1789087	fhlA	r	DNA-binding transcriptional activator				
ECK2727	b2732	1789088	ygbA	o	predicted protein				
ECK2728	b2733	1789089	mutS	e	methyl-directed mismatch repair protein				
ECK2729	b2734	1789090	pphB	e	serine/threonine-specific protein phosphatase 2	3.1.3.16			
ECK2730	b2735	1789091	ygbI	pr	predicted DNA-binding transcriptional regulator				
ECK2731	b2736	1789092	ygbJ	pe	predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain				
ECK2732	b2737	1789093	ygbK	o	conserved protein				
ECK2733	b2738	1789094	ygbL	pe	predicted class II aldolase				
ECK2734	b2739	1789095	ygbM	d	conserved protein				
ECK2735	b2740	1789097	ygbN	pt	predicted transporter				
ECK2736	b2741	1789098	rpoS	f	RNA polymerase, sigma S (sigma 38) factor				
ECK2737	b2742	1789099	nlpD	pm	predicted outer membrane lipoprotein				
ECK2738	b2743	1789100	pcm	e	L-isoaspartate protein carboxylmethyltransferase type II	2.1.1.77			
ECK2739	b2744	1789101	surE	e	broad specificity 5'(3')-nucleotidase and polyphosphatase				
ECK2740	b2745	1789102	truD	e	pseudoruidine synthase	5.4.99.12			
ECK2741	b2746	1789103	ispF	e	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	4.6.1.12			
ECK2742	b2747	1789104	ispD	e	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	2.7.7.60			
ECK2743	b2748	1789105	ftsB	cp	cell division protein				
ECK2744	b2749	1789106	ygbE	pm	conserved inner membrane protein				
ECK2745	b2750	1789107	cysC	e	adenosine 5'-phosphosulfate kinase	2.7.1.25			
ECK2746	b2751	1789108	cysN	e	sulfate adenylyltransferase, subunit 1	2.7.7.4			
ECK2747	b2752	1789109	cysD	e	sulfate adenylyltransferase, subunit 2	2.7.7.4			
ECK2748	b2753	1789111	iap	e	aminopeptidase in alkaline phosphatase isozyme conversion	3.4.11.-			
ECK2749	b2754	87082153	ygbF	o	predicted protein				
ECK2750	b2755	1789113	ygbT	o	conserved protein				
ECK2751	b2756	1789114	ygcH	o	predicted protein				
ECK2752	b2757	87082154	ygcI	o	predicted protein				
ECK2753	b2758	1789116	ygcJ	o	predicted protein				
ECK2754	b2759	1789117	ygcK	o	predicted protein				
ECK2755	b2760	1789118	ygcL	o	predicted protein				
ECK2756	b2761	1789119	ygcB	pe	conserved protein, member of DEAD box family				
ECK2757	b2762	1789121	cysH	e	3'-phosphoadenosine 5'-phosphosulfate reductase	1.8.4.8			
ECK2758	b2763	1789122	cysI	e	sulfite reductase, beta subunit, NAD(P)-binding	1.8.1.2			
ECK2759	b2764	1789123	cysJ	e	sulfite reductase, alpha subunit, flavoprotein	1.8.1.2	1.6.8.1		
ECK2760	b2765	1789124	ygcM	e	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)				
ECK2761	b2766	87082155	ygcN	pe	predicted oxidoreductase, FAD/NAD(P)-binding domain				
ECK2762	b2767	87082156	ygcO	pc	predicted 4Fe-4S cluster-containing protein				
ECK2763	b2768	1789127	ygcP	pr	predicted anti-terminator regulatory protein				
ECK2764	b2769	87082157	ygcQ	pc	predicted flavoprotein				
ECK2765	b2770	87082158	ygcR	pc	predicted flavoprotein				
ECK2766	b2771	87082159	ygcS	pt	predicted transporter				
ECK2767	b4463	48994907	ygcU	pe	predicted FAD containing dehydrogenase				
ECK2768	b2774	87082160	ygcW	pe	predicted deoxygluconate dehydrogenase, SDR family				
ECK2769	b2775	2367161	yqcE	pt	predicted transporter				
ECK2770	b2776	1789138	ygcE	pe	predicted kinase				
ECK2771	b2777	1789139	ygcF	o	conserved protein				
ECK2772	b2778	87082161	ygcG	o	predicted protein				
ECK2773	b2779	1789141	eno	e	enolase	4.2.1.11			
ECK2774	b2780	1789142	pyrG	e	CTP synthetase	6.3.4.2			
ECK2775	b2781	1789144	mazG	e	nucleoside triphosphate pyrophosphohydrolase				
ECK2776	b2782	1789145	chpA	e	toxin of the ChpA-ChpR toxin-antitoxin system, endoribonuclease				
ECK2777	b2783	1789146	chpR	f	antitoxin of the ChpA-ChpR toxin-antitoxin system				
ECK2778	b2784	1789147	relA	e	(p)ppGpp synthetase I/GTP pyrophosphokinase	2.7.6.5			
ECK2779	b2785	1789148	rumA	e	23S rRNA (uracil-5)-methyltransferase	2.1.1.-			
ECK2780	b2786	1789149	barA	r	hybrid sensory histidine kinase, in two-component regulatory system with UvrY				
ECK2781	b2787	1789150	gudD	e	(D)-glucarate dehydratase 1	4.2.1.40			
ECK2782	b2788	1789151	gudX	pe	predicted glucarate dehydratase				
ECK2783	b2789	1789152	gudP	pt	predicted D-glucarate transporter				
ECK2784	b2790	1789154	yqcA	pe	predicted flavoprotein				
ECK2785	b2791	1789155	yqcB	e	tRNA pseudouridine synthase	5.4.99.12			
ECK2786	b2792	1789156	yqcC	o	conserved protein				
ECK2787	b4408		csrB	n	regulatory sRNA				
ECK2788	b2793	1789157	syd	o	predicted protein				
ECK2789	b2794	1789158	yqcD	d	conserved protein				
ECK2790	b2795	1789159	ygdH	o	conserved protein				
ECK2791	b2796	1789160	sdaC	pt	predicted serine transporter, receptor for Colicin V				
ECK2792	b2797	1789161	sdaB	e	L-serine deaminase II	4.3.1.17			
ECK2793	b2798	1789162	exo	e	exonuclease IX (5'-3' exonuclease)	3.1.11.-			
ECK2794	b2799	1789163	fucO	e	L-1,2-propanediol oxidoreductase, NAD, Fe predicted	1.1.1.77			
ECK2795	b2800	1789164	fucA	e	L-fuculose-1-phosphate aldolase	4.1.2.17			
ECK2796	b2801	1789166	fucP	t	L-fucose transporter				
ECK2797	b2802	1789167	fucI	e	L-fucose isomerase	5.3.1.25			
ECK2798	b2803	1789168	fucK	e	L-fuculokinase	2.7.1.51			
ECK2799	b2804	1789169	fucU	e	L-fucose mutarotase				
ECK2800	b2805	1789170	fucR	r	DNA-binding transcriptional activator				
ECK2801	b2806	1789171	ygdE	pe	predicted methyltransferase				
ECK2802	b2807	1789172	ygdD	pm	conserved inner membrane protein				
ECK2803	b2808	1789173	gcvA	r	DNA-binding transcriptional dual regulator				
ECK2804	b4443		gcvB	n	regulatory sRNA				
ECK2805	b2809	87082162	ygdI	o	predicted protein				
ECK2806	b2810	1789175	csdA	e	cysteine, cystine, selenocyctine desulfinase and selenium remover, PLP-dependent	4.4.1.-			
ECK2807	b2811	1789176	ygdK	pc	predicted Fe-S metabolism protein				
ECK2808	b2812	1789177	ygdL	pe	predicted sulfurylase				
ECK2809	b2813	1789179	mltA	e	membrane-bound lytic murein transglycosylase A	3.2.1.-			
ECK2810	b2814		metZ	n	tRNA-initiator Met(CAU) (Initiator methionine tRNAf1)				
ECK2811	b2815		metW	n	tRNA-initiator Met(CAU) (Initiator methionine tRNAf1)				
ECK2812	b2816		metV	n	tRNA-initiator Met(CAU) (Initiator methionine tRNAf1)				
ECK2813	b2817	87082163	amiC	e	N-acetylmuramoyl-L-alanine amidase	3.5.1.28			
ECK2814	b2818	1789181	argA	e	fused acetylglutamate kinase homolog (inactive) -!- amino acid N-acetyltransferase	2.3.1.1			
ECK2815	b2819	1789182	recD	e	exonuclease V (RecBCD complex), alpha chain	3.1.11.5			
ECK2816	b2820	1789183	recB	e	exonuclease V (RecBCD complex), beta subunit	3.1.11.5			
ECK2817	b2821	2367164	ptr	e	protease III	3.4.24.55			
ECK2818	b2822	1789186	recC	e	exonuclease V (RecBCD complex), gamma chain	3.1.11.5			
ECK2819	b2823	1789187	ppdC	o	predicted protein				
ECK2820	b2824	87082164	ygdB	o	predicted protein				
ECK2821	b2825	1789189	ppdB	d	conserved protein				
ECK2822	b2826	1789190	ppdA	d	conserved protein				
ECK2823	b2827	1789191	thyA	e	thymidylate synthetase	2.1.1.45			
ECK2824	b2828	1789192	lgt	e	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	2.4.99.-			
ECK2825	b2829	1789193	ptsP	t	fused PEP-protein phosphotransferase (enzyme I) of PTS system	2.7.3.9			
ECK2826	b2830	1789194	nudH	e	nucleotide hydrolase	3.6.1.-			
ECK2827	b2831	1789196	mutH	e	methyl-directed mismatch repair protein				
ECK2828	b2832	1789197	ygdQ	pm	predicted inner membrane protein				
ECK2829	b2833	1789198	ygdR	o	predicted protein				
ECK2830	b2834	1789199	tas	pe	predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase				
ECK2831	b2835	1789200	lplT	t	lysophospholipid transporter				
ECK2832	b2836	1789201	aas	e	fused 2-acylglycerophospho-ethanolamine acyl transferase -!- acyl-acyl carrier protein synthetase	2.3.1.40	6.2.1.20		
ECK2833	b4444		omrA	n	regulatory small RNA				
ECK2834	b4445		omrB	n	regulatory small RNA				
ECK2835	b2837	1789202	galR	r	DNA-binding transcriptional repressor				
ECK2836	b2838	1789203	lysA	e	diaminopimelate decarboxylase, PLP-binding	4.1.1.20			
ECK2837	b2839	1789204	lysR	r	DNA-binding transcriptional dual regulator				
ECK2838	b2840	1789205	ygeA	pe	predicted racemase				
ECK2839	b2841	1789207	araE	t	arabinose transporter				
ECK2840	b2842	1789208	kduD	e	2-deoxy-D-gluconate 3-dehydrogenase, NAD-binding, SDR family	1.1.1.125			
ECK2841	b2843	1789209	kduI	pe	predicted 5-keto 4-deoxyuronate isomerase				
ECK2842	b2844	87082165	yqeF	pe	predicted acyltransferase				
ECK2843	b2845	1789211	yqeG	pt	predicted transporter				
ECK2844	b2846	87082166	yqeH	d	conserved protein with bipartite regulator domain				
ECK2845	b2847	1789213	yqeI	pr	predicted transcriptional regulator				
ECK2846	b2848	87082167	yqeJ	o	predicted protein				
ECK2847	b2849	87082168	yqeK	o	predicted protein				
ECK2848	b2850	2367169	ygeF	o	predicted protein				
ECK2849	b2851	1789215	ygeG	pc	predicted chaperone				
ECK2850	b2852	1789216	ygeH	pr	predicted transcriptional regulator				
ECK2851	b2853	1789217	ygeI	o	predicted protein				
ECK2852	b2854	87082169	pbl	su	predicted peptidoglycan-binding enzyme (pseudogene)				
ECK2853	b2855	87082170	ygeK	pr	predicted DNA-binding transcriptional regulator				
ECK2854	b2856	1789220	ygeL	o	predicted protein				
ECK2855	b2857	1789221	ygeM	o	predicted protein				
ECK2856	b2858	87082171	ygeN	su	predicted protein (pseudogene)				
ECK2857	b2859	1789223	ygeO	o	predicted protein				
ECK2858	b2862	1789226	ygeP	o	predicted protein				
ECK2859	b2863	87082173	ygeQ	d	predicted protein				
ECK2860	b2864		glyU	n	tRNA-Gly(CCC) (Glycine tRNA1)				
ECK2861	b2865	87082174	ygeR	r	Tetratricopeptide repeat transcriptional regulator				
ECK2862	b2866	1789230	xdhA	e	xanthine dehydrogenase, molybdenum binding subunit				
ECK2863	b2867	1789231	xdhB	e	xanthine dehydrogenase, FAD-binding subunit				
ECK2864	b2868	1789232	xdhC	c	xanthine dehydrogenase, Fe-S binding subunit				
ECK2865	b2869	1789233	ygeV	pr	predicted DNA-binding transcriptional regulator				
ECK2866	b2870	48994908	ygeW	d	conserved protein				
ECK2867	b2871	1789235	ygeX	e	2,3-diaminopropionate ammonia-lyase	4.3.1.15			
ECK2868	b2872	1789236	ygeY	pe	predicted deacylase				
ECK2869	b2873	87082175	hyuA	e	D-stereospecific phenylhydantoinase	3.5.2.-			
ECK2870	b2874	1789238	yqeA	pe	predicted amino acid kinase				
ECK2871	b2875	1789240	yqeB	d	conserved protein with NAD(P)-binding Rossman fold				
ECK2872	b2876	87082176	yqeC	d	conserved protein				
ECK2873	b2877	1789242	ygfJ	d	conserved protein				
ECK2874	b2878	1789243	ygfK	pc	predicted oxidoreductase, Fe-S subunit				
ECK2875	b2879	87082177	ssnA	pe	predicted chlorohydrolase/aminohydrolase				
ECK2876	b2880	1789245	ygfM	pe	predicted oxidoreductase				
ECK2877	b2881	1789246	xdhD	pe	fused predicted xanthine/hypoxanthine oxidase, molybdopterin-binding subunit -!- Fe-S binding subunit				
ECK2878	b2882	87082178	ygfO	t	xanthine transporter				
ECK2879	b2883	1789249	guaD	e	guanine deaminase	3.5.4.3			
ECK2880	b4464	48994909	ygfQ	pt	predicted transporter				
ECK2881	b2886	87082179	ygfS	pc	predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit				
ECK2882	b2887	87082180	ygfT	pe	fused predicted oxidoreductase Fe-S subunit -!- nucleotide-binding subunit				
ECK2883	b2888	87082181	ygfU	pt	predicted transporter				
ECK2884	b2889	1789255	idi	e	isopentenyl diphosphate isomerase, different from other paralogs	5.3.3.2			
ECK2885	b2890	1789256	lysS	e	lysine tRNA synthetase, constitutive	6.1.1.6			
ECK2886	b2891	2367172	prfB	f	peptide chain release factor RF-2				
ECK2887	b2892	1789259	recJ	e	ssDNA exonuclease, 5' --> 3'-specific	3.1.-.-			
ECK2888	b2893	1789260	dsbC	e	protein disulfide isomerase II	5.3.4.1			
ECK2889	b2894	1789261	xerD	e	site-specific tyrosine recombinase				
ECK2890	b2895	1789262	fldB	c	flavodoxin 2				
ECK2891	b2896	1789263	ygfX	o	predicted protein				
ECK2892	b2897	1789264	ygfY	o	conserved protein				
ECK2893	b2898	1789265	ygfZ	pr	predicted folate-dependent regulatory protein				
ECK2894	b2899	1789266	yqfA	pm	predicted oxidoreductase, inner membrane subunit				
ECK2895	b2900	1789267	yqfB	o	conserved protein				
ECK2896	b2901	2367174	bglA	e	6-phospho-beta-glucosidase A	3.2.1.86			
ECK2897	b2902	2367175	ygfF	pe	predicted oxidoreductase with NAD(P)-binding domain				
ECK2898	b2903	1789269	gcvP	e	glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex	1.4.4.2			
ECK2899	b2904	1789271	gcvH	lp	glycine cleavage complex lipoylprotein				
ECK2900	b2905	1789272	gcvT	e	aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex	2.1.2.10			
ECK2901	b2906	1789273	visC	pe	predicted oxidoreductase, FAD/NAD(P)-binding domain				
ECK2902	b2907	1789274	ubiH	e	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	1.14.3.-			
ECK2903	b2908	1789275	pepP	e	proline aminopeptidase P II	3.4.11.9			
ECK2904	b2909	87082182	ygfB	o	predicted protein				
ECK2905	b2910	1789277	zapA	cp	protein that localizes to the cytokinetic ring				
ECK2906	b2911		ssrS	n	6S regulatory RNA				
ECK2907	b2912	1789278	ygfA	pe	predicted ligase				
ECK2908	b4446		rygC	n	small RNA				
ECK2909	b2913	1789279	serA	e	D-3-phosphoglycerate dehydrogenase	1.1.1.95			
ECK2910	b2914	1789280	rpiA	e	ribosephosphate isomerase, constitutive	5.3.1.6			
ECK2911	b2915	1789281	yqfE	d	conserved protein				
ECK2912	b2916	1789283	argP	r	DNA-binding transcriptional activator, replication initiation inhibitor				
ECK2913	b2917	1789284	yliK	e	methylmalonyl-CoA mutase	5.4.99.2			
ECK2914	b2918	1789285	argK	t	membrane ATPase/protein kinase				
ECK2915	b2919	87082183	ygfG	e	methylmalonyl-CoA decarboxylase, biotin-independent	4.1.1.41			
ECK2916	b2920	1789287	ygfH	e	propionyl-CoA:succinate-CoA transferase	2.8.3.-			
ECK2917	b2921	87082184	ygfI	pr	predicted DNA-binding transcriptional regulator				
ECK2918	b2922	1789289	yggE	o	conserved protein				
ECK2919	b2923	1789290	argO	t	arginine transporter				
ECK2920	b2924	1789291	mscS	t	mechanosensitive channel				
ECK2921	b2925	1789293	fbaA	e	fructose-bisphosphate aldolase, class II	4.1.2.13			
ECK2922	b2926	1789294	pgk	e	phosphoglycerate kinase	2.7.2.3			
ECK2923	b2927	1789295	epd	e	D-erythrose 4-phosphate dehydrogenase	1.2.1.9			
ECK2924	b2928	1789296	yggC	d	conserved protein with nucleoside triphosphate hydrolase domain				
ECK2925	b2929	1789297	yggD	pr	predicted DNA-binding transcriptional regulator				
ECK2926	b2930	1789298	yggF	pe	predicted hexoseP phosphatase				
ECK2927	b4465	48994910	yggP	pe	predicted dehydrogenase				
ECK2928	b2933	1789301	cmtA	pt	predicted fused mannitol-specific enzyme IIBC component of PTS	2.7.1.69			
ECK2929	b2934	1789302	cmtB	pt	predicted mannitol-specific enzyme IIA component of PTS				
ECK2930	b2935	48994911	tktA	e	transketolase 1, thiamin-binding	2.2.1.1			
ECK2931	b2936	87082185	yggG	pe	predicted peptidase				
ECK2932	b2937	1789306	speB	e	agmatinase	3.5.3.11			
ECK2933	b2938	1789307	speA	e	biosynthetic arginine decarboxylase, PLP-binding	4.1.1.19			
ECK2934	b2939	1789308	yqgB	o	predicted protein				
ECK2935	b2940	1789309	yqgC	o	predicted protein				
ECK2936	b2941	1789310	yqgD	pm	predicted inner membrane protein				
ECK2937	b2942	1789311	metK	e	methionine adenosyltransferase 1	2.5.1.6			
ECK2938	b2943	1789312	galP	t	D-galactose transporter				
ECK2939	b2944	1789313	sprT	o	conserved protein				
ECK2940	b2945	1789314	endA	e	DNA-specific endonuclease I	3.1.21.1			
ECK2941	b2946	87082186	rsmE	e	RNA base methyltransferase				
ECK2942	b2947	1789316	gshB	e	glutathione synthetase	6.3.2.3			
ECK2943	b2948	87082187	yqgE	o	predicted protein				
ECK2944	b2949	1789318	yqgF	cp	predicted Holliday junction resolvase				
ECK2945	b2950	87082188	yggR	pt	predicted transporter				
ECK2946	b2951	1789321	yggS	pe	predicted enzyme				
ECK2947	b2952	1789322	yggT	pm	predicted inner membrane protein				
